X,Y,OBJECTID,TRACKING,NAME,TRACKINGNUMBER,PROJECTNAME,OVERALLSTATUSCATEGORY,APPROVALDATE,PROGRAM,SURFACE_INFILTRATION_BASIN,SUBSURFACE_INFILTRATION_BASIN,SURFACE_DETENTION_BASIN,SUBSURFACE_DETENTION_BASIN,BIOINFILTRATION,BIORETENTION,CISTERN,GREEN_ROOF,POROUS_PAVEMENT,WQ_TREATMENT_DEVICE
-75.234945750045213,40.03719782804982,242,2008-TAOR-922-01,Taormina,2008-TAOR-922-01,Taormina,Complete,2009-03-19T10:00:31.000Z,Regulation,0,10,0,0,0,0,0,0,0,0
-75.184166461916078,40.073319992517817,243,2008-IVYH-928-01,Ivy Hill Cemetary,2008-IVYH-928-01,Ivy Hill Cemetery,Verified,2009-05-21T09:15:29.000Z,Regulation,1,0,0,0,0,0,0,0,0,0
-75.181575073129608,40.018301977089614,244,2008-PHIL-907-01,Phila. Water Department Queen Lane Pumping Station,2008-PHIL-907-01,Philadelphia Water Department Queen Lane Pumping Station,Verified,2009-06-10T09:08:36.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-74.975637518407396,40.094664914174146,245,2008-SHAL-942-01,Shallcross Fields,2008-SHAL-942-01,Shallcross Fields,Verified,2009-11-24T17:05:42.000Z,Regulation,0,0,1,0,0,0,0,0,0,0
-75.14592362732688,39.979705765976846,246,2008-SHER-926-01,Sheridan Street Housing,2008-SHER-926-01,Sheridan Street Housing,Verified,2009-12-11T00:00:00.000Z,Regulation,0,0,0,0,0,0,0,1,1,0
-75.132887806063636,39.97779044817463,247,2008-NEWK-958-01,New kensington High School,2008-NEWK-958-01,New Kensington Capa High School,Verified,2009-03-20T13:00:20.000Z,Regulation,0,0,0,2,1,0,0,1,2,0
-75.190457725170972,39.959539301295358,248,2008-DREX-950-01,Drexel Dorms,2008-DREX-950-01,Drexel Dorms - Phase II,Verified,2009-07-16T00:00:00.000Z,Regulation,0,0,0,1,0,0,0,1,0,0
-75.189985184148057,39.951032626059622,249,2008-FRAN-921-01,Weiss Pavilion at Franklin Field,2008-FRAN-921-01,Weiss Pavilion at Franklin Field,Verified,2009-02-05T10:05:19.000Z,Regulation,0,0,0,0,0,0,0,0,2,0
-75.145044074922524,39.91801737155771,250,2008-ROTE-960-01,Rotem USA Railcar Assembly and Test Facility,2008-ROTE-960-01,Rotem USA Railcar Assembly and Test Facility,Verified,2008-12-18T00:00:00.000Z,Regulation,0,0,0,1,0,1,0,0,1,0
-75.163506156933053,39.941276824406636,251,2008-MART-980-01,Martin Luther King - IIC,2008-MART-980-01,Martin Luther King - IIC,Verified,2009-02-25T00:00:00.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-74.99302697641258,40.043042610430867,252,2008-PLEA-957-01,Pleasant Hill Park,2008-PLEA-957-01,Pleasant Hill Park,Verified,2010-11-16T00:00:00.000Z,Regulation,0,0,0,0,0,0,0,0,2,0
-75.189919479585413,39.99636068705955,253,2008-ROBI-869-01,Robin Hood Dell Amphitheater Rehabilitation,2008-ROBI-869-01,Robin Hood Dell Amphitheater Rehabilitation,Verified,2009-05-19T17:17:40.000Z,Regulation,0,0,0,0,0,2,0,0,0,0
-75.172299656200465,39.960390937052523,254,2008-BARN-986-01,Barnes Foundation Art Center,2008-BARN-986-01,Barnes Foundation Art Center,Verified,2009-10-22T16:07:26.000Z,Regulation,0,1,0,1,0,0,0,2,0,0
-75.176810456618725,39.952207066223536,255,2008-2116-992-01,2116 Chestnut Street,2008-2116-992-01,2116 Chestnut Street - Hillman Project,Verified,2011-09-09T10:10:37.000Z,Regulation,0,0,3,0,0,2,0,2,0,0
-75.049335418004603,40.013125035501744,256,2008-KENS-966-01,Kensington and Tacony Trail,2008-KENS-966-01,Kensington and Tacony Trail,Complete,2014-10-31T08:47:51.000Z,Regulation,0,0,0,0,0,0,0,0,0,0
-75.145359151881792,39.961320205750376,257,2008-4014-979-01,CVS - 401 Spring Garden St.,2008-4014-979-01,CVS - 401 Spring Garden St.,Verified,2009-04-02T12:00:27.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-75.209707004397714,39.949012239092731,258,2008-NORT-1012-01,Clark Park - 'A' Park Improvement Plan,2008-NORT-1012-01,Clark Park - 'A' Park Improvement Plan,Verified,2011-08-10T15:59:24.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-75.162161699654774,39.970438507665975,259,2008-FRAN-994-01,Francisville East,2008-FRAN-994-01,Francisville East,Verified,2009-09-18T09:33:55.000Z,Regulation,0,7,0,0,0,0,0,0,1,0
-74.999819947719573,40.11215658656247,260,2008-UNIO-924-01,Union Local 14 Headquarters,2008-UNIO-924-01,Union Local 14 Headquarters,Complete,2009-12-29T17:09:34.000Z,Regulation,0,3,0,0,0,0,0,0,0,0
-75.215377368183596,39.973283872529699,261,2009-GLOB-1016-01,Global Charter School,2009-GLOB-1016-01,Global Charter School,Verified,2010-11-05T11:25:00.000Z,Regulation,0,0,0,1,0,4,0,0,0,0
-75.025130675591683,40.024420039516713,262,2008-WAST-987-01,Waste Management Recycling Center,2008-WAST-987-01,Waste Management Recycling Center,Verified,2010-02-09T15:26:26.000Z,Regulation,0,0,0,0,0,4,0,1,1,0
-75.18632243307944,39.950186956429661,263,2009-PENN-1019-01,Penn Park,2009-PENN-1019-01,Penn Park,Verified,2010-04-15T10:49:16.000Z,Regulation,0,0,0,2,0,7,0,1,0,0
-75.027070883205567,40.077929944316523,264,2008-PROP-983-01,Proposed Commercial Development,2008-PROP-983-01,Court at Grant Ave,Verified,2010-05-20T17:29:32.000Z,Regulation,0,5,0,0,5,0,0,0,0,0
-75.158763121204032,39.978103646224888,265,2009-THER-1029-01,The Residences at Avenue North,2009-THER-1029-01,The Residences at Avenue North,Approved,2013-10-02T13:21:03.000Z,Regulation,0,1,0,0,0,1,0,0,0,0
-75.146523743170675,39.917618167297434,266,2009-IATS-1023-01,IATSE Swanson Street,2009-IATS-1023-01,IATSE Swanson Street,Verified,2010-04-05T14:22:26.000Z,Regulation,0,0,0,1,0,0,0,1,0,0
-75.20183735598691,40.080129751079774,267,2008-8416-962-01,8416 Stenton Avenue,2008-8416-962-01,"8416 Stenton Avenue (Formerly 8427 Prospect, ERSA#2006-8427-415-01)",Verified,2009-07-20T00:00:00.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-75.184208911549632,40.071320851093056,268,2009-PRES-1037-01,Presbytery of Philadelphia,2009-PRES-1037-01,Presbytery Headquarters of Philadelphia,Verified,2009-08-21T11:05:26.000Z,Regulation,0,1,0,0,0,1,0,0,1,0
-75.233992054519049,39.991452469881395,269,2009-DORA-1041-01,D'Orazio Construction,2009-DORA-1041-01,Dorazio Construction,Verified,2011-01-21T12:05:48.000Z,Regulation,0,2,0,0,0,0,0,0,8,0
-75.141242453224805,39.926202858055412,270,2009-WALM-1045-01,Wal-Mart Expansion #2141,2009-WALM-1045-01,Wal-Mart Expansion #2141,Verified,2010-08-25T10:19:42.000Z,Regulation,0,0,0,0,0,3,0,0,0,1
-75.181739099877461,40.018320176466247,271,2009-QUEE-1043-01,Queen Lane Water Treatment Plant,2009-QUEE-1043-01,Queen Lane Water Treatment Plant - Parking Lot Improvements,Approved,2014-02-05T12:32:27.000Z,Regulation,0,0,0,0,0,0,0,0,2,0
-75.184468082212049,39.98608290778585,272,2009-STRA-1050-01,Strawberry Mansion Home Ownership Dev. Parcel C,2009-STRA-1050-01,Strawberry Mansion Home Ownership Dev. Parcel C+D,Verified,2010-01-28T16:26:39.000Z,Regulation,0,4,0,0,0,0,0,0,0,0
-75.184077613190155,39.98814932735322,273,2009-STRA-1055-01,Strawberry Mansion Home Ownership Dev. Parcel H,2009-STRA-1055-01,Strawberry Mansion Home Ownership Dev. Parcel H,Verified,2010-01-28T16:07:06.000Z,Regulation,0,4,0,0,0,0,0,0,0,0
-75.194107212578501,39.965507386816071,274,2009-MANT-1033-01,Mantua Revitalization 644-654 35th St.,2009-MANT-1033-01,Mantua Revitalization,Verified,2009-10-05T00:00:00.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-75.136699141489032,40.001893170577581,275,2009-LAWR-1044-01,Lawrence Court Homeownership Development,2009-LAWR-1044-01,Lawrence Court Homeownership Development,Verified,2009-10-06T00:00:00.000Z,Regulation,0,1,0,0,0,0,0,0,1,0
-75.16941876289674,39.957810471155121,276,2009-SIST-1062-01,Sister Cities Park-Phase 1 and 2,2009-SIST-1062-01,Sister Cities Park-Phase 1,Verified,2009-07-27T14:43:11.000Z,Regulation,0,0,0,0,0,0,0,0,0,0
-75.224975934112123,39.96536900260427,277,2009-NEWH-1079-01,New Haddington Health Center,2009-NEWH-1079-01,New Haddington Health Center,Verified,2011-10-12T09:42:16.000Z,Regulation,0,2,0,0,0,0,0,0,0,0
-75.160767605594344,39.978804764329496,278,2009-TEMP-1077-01,Temple University International Apartments,2009-TEMP-1077-01,Beech International Apartments,Verified,2009-08-18T14:54:26.000Z,Regulation,0,0,0,1,0,1,0,0,1,0
-75.06014962000063,40.048326742588827,279,2009-TDBA-1072-01,TD Bank,2009-TDBA-1072-01,TD Bank,Verified,2009-10-06T00:00:00.000Z,Regulation,0,2,0,0,1,0,0,0,0,0
-75.159434956677231,39.908390109917107,280,2009-2007-1090-01,"Freezer, Cooler, Dry Expansion",2009-2007-1090-01,"2007 Freezer, Cooler, Dry Expansion",Verified,2009-09-10T09:45:11.000Z,Regulation,0,0,0,1,0,0,0,0,0,0
-75.187619648826185,40.023237036586124,281,2009-PENN-1097-01,Penn Charter Synthetic Athletic Field,2009-PENN-1097-01,Penn Charter Synthetic Turf Athletic Field,Complete,2009-09-29T00:00:00.000Z,Regulation,0,1,0,0,0,0,0,0,1,0
-75.184776124253716,39.968100913973267,282,2009-FAIR-1094-01,Fairmount Water Works Park Amenities and Island,2009-FAIR-1094-01,Fairmount Water Works Park Amenities and Island,Construction,2010-01-11T16:32:16.000Z,Regulation,0,0,0,0,0,1,0,0,2,0
-75.165138042844575,39.955134221543368,283,2009-PHIL-1101-01,Philadelphia Family Court,2009-PHIL-1101-01,Philadelphia Family Court,Verified,2011-08-23T12:59:56.000Z,Regulation,0,0,0,1,0,3,0,0,0,0
-75.159563550374628,39.982916129800472,284,2009-TEMP-1096-01,Temple University - Geasy Field Resurfacing,2009-TEMP-1096-01,Temple University- Geasy Field Resurfacing,Verified,2009-07-21T00:00:00.000Z,Regulation,0,0,0,1,0,0,0,0,0,0
-75.074634365373939,39.995631005499824,285,2009-FRAN-1130-01,Franklin Towne Charter  Elementary School,2009-FRAN-1130-01,Franklin Towne Charter Elementary School,Verified,2010-06-23T14:43:47.000Z,Regulation,0,2,0,0,0,0,0,0,0,0
-75.190287075770897,39.940751450709463,286,2009-PECO-1133-01,PECO Energy Peltz Street 230-13kV Substation,2009-PECO-1133-01,PECO Energy Peltz Street 230-13kV Substation,Verified,2010-01-20T13:38:26.000Z,Regulation,0,2,0,0,0,0,0,0,0,0
-75.245122830142677,40.050119891841199,287,2009-SHAW-1134-01,SHAWMONT AVENUE TOWNHOUSES,2009-SHAW-1134-01,Shawmont Avenue Townhouses aka Blair Meadows Phase II,Complete,2012-06-21T11:24:47.000Z,Regulation,0,2,0,0,0,0,0,0,0,0
-75.220508758293406,39.922899296514736,288,2009-HELP-1138-01,HELP Philadelphia Tract #1,2009-HELP-1138-01,HELP Philadelphia Tract #1 and #2,Verified,2009-10-28T00:00:00.000Z,Regulation,0,2,0,0,0,0,0,0,0,0
-74.999809282536248,40.040076108099733,289,2009-DELA-1122-01,Delaware River Heritage Trial - Baxter,2009-DELA-1122-01,Delaware River Heritage Trail - Baxter,Verified,2012-03-02T16:47:38.000Z,Regulation,0,0,0,0,0,0,0,0,0,0
-75.156804159374957,40.020057020141515,290,2009-NICE-1136-01,Nicetown Court,2009-NICE-1136-01,Nicetown Court,Verified,2009-12-10T15:32:34.000Z,Regulation,0,0,0,1,0,3,0,0,0,0
-75.202094925449757,39.963702115353044,291,2009-JANN-1141-01,Jannies Place,2009-JANN-1141-01,Jannies Place,Verified,2010-01-04T10:45:43.000Z,Regulation,0,0,0,0,0,0,0,1,2,0
-75.186234652322597,39.985276032549436,292,2009-PRIN-1147-01,Prince of Peace Baptist Church,2009-PRIN-1147-01,Prince of Peace Baptist Church,Verified,2010-01-29T16:01:38.000Z,Regulation,0,1,0,0,0,0,0,1,0,0
-75.098948714927658,40.018885418548273,293,2009-CANC-1145-01,Cancer Treatment Center Parking Expansion,2009-CANC-1145-01,Cancer Treatment Center Parking Expansion,Verified,2010-05-11T13:18:42.000Z,Regulation,0,0,1,0,0,1,0,0,0,0
-75.162841750402421,39.940721123940897,294,2009-HAWT-1102-01,Hawthorne Park,2009-HAWT-1102-01,Hawthorne Park,Verified,2010-06-11T17:20:25.000Z,Regulation,0,0,0,0,0,0,0,0,1,0
-75.18231559958015,39.949352077647198,295,2009-SCHU-1140-01,Schuylkill Parks Connector Bridge,2009-SCHU-1140-01,Schuylkill Parks Connector Bridge,Verified,2010-03-25T09:39:36.000Z,Regulation,0,0,0,0,0,0,0,0,0,0
-75.018686364151378,40.082902662944406,296,2009-9901-1165-01,9901 BLUE GRASS ROAD BUILDING ADDITION,2009-9901-1165-01,9901 Blue Grass Road Building Addition,Verified,2010-03-01T17:08:09.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-75.159953402931492,39.975356932015039,297,2009-THEM-1167-01,The Modules,2009-THEM-1167-01,The Modules,Verified,2009-12-18T10:43:14.000Z,Regulation,0,0,0,0,0,0,0,1,1,0
-75.151601591870758,40.014135315706234,298,2009-NEWP-1166-01,New Parking Lot,2009-NEWP-1166-01,New Parking Lot,Verified,2014-05-28T15:50:23.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-74.988559228571106,40.081285446873444,299,2009-LBYO-1155-01,Liberty Bell Youth Oganization Community Center,2009-LBYO-1155-01,LBYO-Liberty Bell Youth Oganization Community Center,Verified,2010-06-11T12:18:31.000Z,Regulation,0,0,0,0,0,1,0,0,0,0
-75.164329120033941,40.059375010840178,300,2009-WOLC-1169-01,WOCLS Building Addition,2009-WOLC-1169-01,WOLCS Building Addition,Verified,2010-12-03T00:00:00.000Z,Regulation,0,0,0,1,4,0,0,0,0,0
-75.192634744891478,39.953796667605395,301,2009-PENN-1144-01,Penn Law School,2009-PENN-1144-01,Penn Law School,Verified,2010-05-07T16:24:31.000Z,Regulation,0,0,0,2,0,0,0,1,2,0
-75.174058662657544,39.961305387900424,302,2009-RODI-1176-01,Rodin Museum Garden & Landscape Rejuvenation,2009-RODI-1176-01,Rodin Museum Garden & Landscape Rejuvenation,Verified,2010-06-15T11:43:19.000Z,Regulation,0,2,0,0,0,0,0,0,0,0
-75.164732723542457,40.009931888674821,303,2009-THEP-1173-01,The Plymouth Hall Apartments,2009-THEP-1173-01,The Plymouth Hall Apartments,Verified,2010-05-11T09:38:43.000Z,Regulation,0,0,0,0,0,0,0,1,0,0
-75.076475158324229,40.053464494305778,304,2009-PENT-1185-01,Pentecostal Church Parking Lot,2009-PENT-1185-01,Pentecostal Church Parking Lot,Verified,2010-01-11T13:28:07.000Z,Regulation,0,0,0,0,0,0,0,0,2,0
-75.235905596644074,40.051470461445057,305,2009-JKSD-1187-01,"JKS Development, LLC - 7623-25Ridge Pike",2009-JKSD-1187-01,"JKS Development, LLC - 7623-25 Ridge Pike",Verified,2010-09-17T13:00:38.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-75.042655421791423,40.035547657918471,306,2009-7149-1186-01,7149-51 Frankford Ave,2009-7149-1186-01,7149-51 Frankford Avenue,Verified,2010-06-23T12:12:52.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-75.006489990480404,40.070548774637956,307,2009-AIMT-1192-01,A.I.M. Training Facility,2009-AIMT-1192-01,A.I.M. Training Facility,Verified,2010-06-30T00:00:00.000Z,Regulation,0,1,0,0,1,0,0,0,1,0
-75.025293110438867,40.069718687738124,308,2009-PENN-1179-01,Blue Grass Road Site,2009-PENN-1179-01,Blue Grass Road Site,Verified,2010-05-07T16:38:55.000Z,Regulation,3,0,2,0,1,0,0,0,0,0
-75.219588608436368,39.978876260040217,309,2009-PARK-1197-01,Parkside Bus Loop,2009-PARK-1197-01,Parkside Bus Loop,Verified,2011-04-13T10:14:40.000Z,Regulation,0,0,0,0,1,0,0,0,0,0
-75.214171002563035,39.895919158420519,310,2009-THER-1107-01,CLASS A FACILITIES...BIO-FUELS,2009-THER-1107-01,"Class A Facilities for Philadelphia Renewable Bio-Fuels, Inc.",Verified,2010-02-22T11:58:30.000Z,Regulation,0,0,0,0,0,0,1,0,0,0
-75.142982697936617,39.903169800106106,311,2009-PHIL-1203-01,Philly RORO (Whiskey Yard),2009-PHIL-1203-01,Philly RORO (Whiskey Yard),Verified,2010-04-22T16:14:59.000Z,Regulation,0,0,1,0,0,0,0,0,0,0
-75.195094039274323,39.974610915079921,312,2009-THEP-1206-01,The Philadelphia Zoo Intermodal Transportation,2009-THEP-1206-01,The Philadelphia Zoo Intermodal Transportation Improvement Project (Phase 1),Complete,2011-09-27T11:44:02.000Z,Regulation,0,0,0,0,0,0,0,0,1,0
-75.145800850920935,39.908923398574302,313,2009-PHIL-1205-01,Philly RORO (Savage Yard),2009-PHIL-1205-01,Philly RORO (Savage Yard),Verified,2010-04-22T16:16:05.000Z,Regulation,0,0,0,0,0,0,0,0,1,0
-75.216878227426292,39.966443641228899,314,2009-WEST-1222-01,West Village,2009-WEST-1222-01,West Village Condominiums,Verified,2010-01-22T13:06:19.000Z,Regulation,0,0,0,0,0,0,0,1,2,0
-75.010624691170591,40.134892892467796,315,2009-TONE-1229-01,Toner Development Corp.,2009-TONE-1229-01,Toner Development Corp.,Verified,2010-05-03T15:57:28.000Z,Regulation,0,2,0,0,0,0,0,0,2,0
-75.136124553081871,39.993391501576923,316,2009-CONG-1210-01,Congreso Education and Training Center,2009-CONG-1210-01,Congreso Education and Training Center,Verified,2010-12-09T00:00:00.000Z,Regulation,0,1,0,0,0,0,0,0,1,0
-75.047607158756421,40.014396060799967,317,2009-NORT-1231-01,North Delaware Riverfront Greenway,2009-NORT-1231-01,North Delaware Riverfront Greenway - Lardners Point,Verified,2010-12-13T15:12:16.000Z,Regulation,0,0,0,0,0,0,0,0,1,0
-75.188480161053207,40.040652559208837,318,2009-APAR-1232-01,Apartments @ Cliveden,2009-APAR-1232-01,Apartments @ Cliveden,Verified,2010-04-21T09:56:18.000Z,Regulation,0,2,0,0,0,0,0,1,1,0
-75.243570688372984,39.917525233026694,319,2009-PASC-1226-01,Paschall Village Phase I,2009-PASC-1226-01,Paschall Village Phase 1C,Verified,2010-06-15T10:34:16.000Z,Regulation,0,3,0,0,0,0,0,0,1,0
-75.066915513448464,40.000452342506932,320,2010-BRID-1233-01,Bridesburg Elementary School,2010-BRID-1233-01,Bridesburg Elementary School,Verified,2011-06-14T16:30:57.000Z,Regulation,0,1,0,0,0,0,0,0,1,0
-75.166675898407561,39.935994678775302,321,2010-PSDC-1234-01,PSDC - Broad & Federal,2010-PSDC-1234-01,PSDC - Broad & Federal,Verified,2010-07-07T14:48:25.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-75.23573308382376,40.058788093781359,322,2009-KEEL-1214-01,Keely Court Development  624-650 Keely Street,2009-KEEL-1214-01,Keely Court Development  624-650 Keely Street,Verified,2010-03-16T10:12:07.000Z,Regulation,0,1,0,0,0,0,0,0,1,0
-75.169316575054282,39.958044863674189,323,2009-SIST-1131-01,Sister Cities Park-Phase 2,2009-SIST-1131-01,Sister Cities Park-Phase 2,Verified,2010-01-15T16:56:03.000Z,Regulation,0,1,0,0,0,0,0,2,0,0
-75.045452566660202,40.020615684321072,324,2009-THEC-1174-01,New Fire Engine 38,2009-THEC-1174-01,New Fire Engine 38,Verified,2010-08-06T13:58:19.000Z,Regulation,0,0,0,0,0,2,0,1,0,0
-75.245980740914959,39.919885106234901,325,2010-PASC-1238-01,Paschall Village Phase 2,2010-PASC-1238-01,Paschall Village Phase 2C,Verified,2010-06-15T10:33:01.000Z,Regulation,0,3,0,0,0,0,0,0,1,0
-75.236948336487515,39.995937930234156,326,2010-STJO-1239-01,St. Josephs University Learning Commons Project,2010-STJO-1239-01,St. Josephs University Learning Commons Project,Verified,2010-11-17T15:40:48.000Z,Regulation,0,1,0,0,1,0,0,1,0,0
-75.225194345024306,40.040503796417333,327,2010-RIDG-1243-01,Ridge Avenue Car Wash +Lube,2010-RIDG-1243-01,Ridge Avenue Car Wash + Lube,Verified,2010-04-20T00:00:00.000Z,Regulation,0,0,0,0,0,0,0,1,2,0
-75.242330999568864,39.8903705792574,328,2010-WAWA-1244-01,Wawa Food Market,2010-WAWA-1244-01,Wawa Food Market,Verified,2010-11-24T14:43:40.000Z,Regulation,0,1,0,0,4,0,0,0,0,0
-75.132658743818553,39.977018332605368,329,2010-SHIS-1255-01,Shissler Parking Lot Improvements,2010-SHIS-1255-01,Shissler Parking Lot Improvements,Complete,2010-08-19T09:42:40.000Z,Regulation,2,0,0,0,0,0,0,0,0,0
-75.173135257577215,39.958288451973488,330,2010-THEF-1254-01,The Franklin Institute,2010-THEF-1254-01,The Franklin Institute,Verified,2011-08-23T15:04:18.000Z,Regulation,0,0,0,2,0,2,0,0,0,0
-75.213055594234618,40.079277968572406,331,2010-CHES-1264-01,Chestnut Hill Hospital - ED/ICU/Surgery Addition,2010-CHES-1264-01,Chestnut Hill Hospital - ED/ICU/Surgery Addition and Renovation,Verified,2011-01-25T00:00:00.000Z,Regulation,0,2,0,0,0,0,0,0,2,0
-75.181469776485827,39.964788922976318,332,2009-PHIL-1201-01,Philadelphia Museum of Art Expansion Phase I,2009-PHIL-1201-01,Philadelphia Museum of Art Expansion Phase 1,Verified,2011-01-13T12:26:38.000Z,Regulation,0,0,0,0,0,1,0,1,0,0
-75.037054673717535,40.115272269740956,333,2010-JACK-1263-01,Jack Bachmann LLC,2010-JACK-1263-01,Jack Bachmann LLC,Verified,2010-04-27T14:57:30.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-75.090252982014007,40.073064453357631,334,2010-FOXC-1278-01,Fox Chase Cancer Center - CMR Building,2010-FOXC-1278-01,Fox Chase Cancer Center - CMR Building,Verified,2010-12-16T15:58:06.000Z,Regulation,0,1,0,0,0,0,0,1,0,0
-75.136620068445268,40.019077940042109,335,2010-ESPE-1288-01,Esperanza Health Center,2010-ESPE-1288-01,Esperanza Health Center,Verified,2010-12-13T12:51:42.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-75.172011467687057,39.945341312054666,336,2010-1800-1260-01,1800 Lombard St,2010-1800-1260-01,1800 Lombard St,Verified,2010-09-08T14:42:24.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-75.04576266900321,40.085459136932855,337,2010-KREW-1289-01,Krewstown Shopping Center,2010-KREW-1289-01,Krewstown Shopping Center,Verified,2010-12-09T15:38:15.000Z,Regulation,0,0,0,0,3,0,0,0,0,0
-75.23490785703649,40.059139842829005,338,2010-KEEL-1290-01,Keely Court,2010-KEEL-1290-01,Keely Court - Phase 2,Verified,2010-08-20T15:59:11.000Z,Regulation,0,4,0,0,0,0,0,0,1,0
-75.207713327817231,40.024237553327652,339,2010-TDBA-1296-01,TD Bank (Ridge Avenue),2010-TDBA-1296-01,TD Bank,Verified,2010-11-16T15:30:00.000Z,Regulation,0,2,0,0,1,0,0,0,0,0
-75.130144291910156,39.971600466614312,340,2010-MOYE-1306-01,Moyer Street,2010-MOYE-1306-01,Moyer Street,Verified,2011-12-06T08:34:03.000Z,Regulation,0,0,0,0,0,0,0,2,1,0
-75.14377992983971,39.970328206806791,341,2010-411W-1300-01,411 West Girard Ave,2010-411W-1300-01,411 West Girard Ave,Verified,2012-09-21T15:44:59.000Z,Regulation,0,0,0,1,0,3,0,0,0,0
-75.188899208705024,39.952748477249202,342,2010-UNIV-1312-01,University of Pennsylvania Krishna P. Singh Center,2010-UNIV-1312-01,University of Pennsylvania Krishna P. Singh Center of Nanotechnology,Verified,2011-02-25T15:23:07.000Z,Regulation,0,0,0,2,0,0,0,1,0,0
-75.157437303384157,39.977997697167233,343,2010-TEMP-1302-01,Temple University Student High Rise,2010-TEMP-1302-01,Temple University Student High Rise,Verified,2011-05-16T17:26:50.000Z,Regulation,0,1,0,0,0,0,1,0,0,0
-75.011577363530932,40.050958996836592,344,2010-8828-1321-01,8828-8832 Frankford Avenue,2010-8828-1321-01,8828-8832 Frankford Avenue,Verified,2011-03-28T14:52:42.000Z,Regulation,0,2,0,0,0,0,0,0,0,0
-75.214226766616378,40.035381335255011,345,2010-5515-1324-01,551-555 Dupont Street,2010-5515-1324-01,551-555 Dupont Street,Construction,2013-06-26T17:35:43.000Z,Regulation,0,2,0,0,0,0,0,0,1,0
-75.142341654621632,39.932538626961097,346,2010-PIER-1339-01,Pier 53 DRWC Design-Build,2010-PIER-1339-01,Pier 53 DRWC Design-Build,Verified,2010-08-30T14:32:13.000Z,Regulation,0,0,0,0,0,0,0,0,1,0
-75.134600769535197,39.962304373184502,347,2010-WATE-1343-01,Waterfront Square Parking Lot,2010-WATE-1343-01,Waterfront Square Parking Lot,Verified,2010-10-28T15:25:33.000Z,Regulation,0,0,0,0,0,0,0,0,0,0
-75.197639597499844,39.957025970262578,348,2010-3737-1331-01,3737 Science Center,2010-3737-1331-01,3737 Science Center,Verified,2012-08-16T11:57:24.000Z,Regulation,0,0,0,1,0,0,0,1,0,0
-75.142724989094702,40.046702103130521,349,2010-BROA-1347-01,Broad Street Food Market,2010-BROA-1347-01,Broad Street Food Market,Verified,2010-09-16T09:11:44.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-75.217852369394848,39.996758361077411,350,2010-PSPH-1353-01,PSP HQ,2010-PSPH-1353-01,PSP HQ,Verified,2011-10-25T10:14:07.000Z,Regulation,0,2,0,0,0,0,0,1,0,0
-75.128413915961062,40.016226952374929,351,2010-PNKW-1360-01,PNK Warehouse,2010-PNKW-1360-01,PNK Warehouse,Verified,2010-11-12T11:49:40.000Z,Regulation,0,1,0,0,0,0,0,0,1,0
-74.982388834332539,40.0719593890353,352,2010-ARIA-1354-01,"ARIA Health, Torresdale Campus Garage Expansion",2010-ARIA-1354-01,"ARIA Health, Torresdale Campus Garage Expansion",Complete,2010-11-19T15:49:42.000Z,Regulation,1,0,0,0,0,0,0,0,0,0
-75.1436298369658,40.014621096345849,353,2010-HUNT-1351-01,Hunting Park,2010-HUNT-1351-01,Hunting Park,Verified,2010-11-16T15:32:11.000Z,Regulation,0,0,0,0,0,0,0,0,0,0
-75.174906228106323,40.018644675082513,354,2010-VETE-1335-01,Veterans Administration Building - Parking Lot Ren,2010-VETE-1335-01,Veterans Administration Building - Parking Lot Renovation/Expansion,Verified,2011-07-26T11:00:38.000Z,Regulation,2,0,1,0,0,0,0,0,0,0
-75.237214746292736,39.899023103412567,355,2010-3501-1329-01,3501 Island Ave Parking Lot Expansion,2010-3501-1329-01,3501 Island Ave Parking Lot Expansion,Complete,2010-10-27T11:32:48.000Z,Regulation,0,0,0,0,0,1,0,0,0,0
-75.182268888695802,40.03129194685441,356,2010-PROP-1361-01,Proposed Save A Lot,2010-PROP-1361-01,Proposed Save A Lot,Verified,2011-04-21T00:00:00.000Z,Regulation,0,0,0,1,0,2,0,0,0,0
-75.194431732150719,39.946810973574422,357,2010-CHOP-1367-01,CHOP ACC,2010-CHOP-1367-01,CHOP Buerger Center for Advanced Pediatric Care,Verified,2012-06-26T10:14:00.000Z,Regulation,0,0,2,0,0,0,0,1,0,0
